,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
15340,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9836,22, ,D4,"164-20 HIGHLAND AVENUE, 7V", ,11432,0,0,0, -  , -  ,1958,2,D4,128000,2017-08-09 00:00:00
15341,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9837,44, ,D4,"87-15 165 STREET, 6K", ,11432,0,0,0, -  , -  ,1958,2,D4,130000,2016-09-22 00:00:00
15342,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9837,80, ,D4,"165-20 HIGHLAND AVENUE, 502", ,11432,0,0,0, -  , -  ,1940,2,D4,200000,2017-01-31 00:00:00
15343,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9838,89, ,D4,"87-05 166TH ST, 4G", ,11432,0,0,0, -  , -  ,1963,2,D4,120000,2017-03-29 00:00:00
15344,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9838,89, ,D4,"87-05 166TH STREET, 2F", ,11432,0,0,0, -  , -  ,1963,2,D4,140000,2017-05-02 00:00:00
15345,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9842,76, ,D4,"87-27A 169TH STREET, 4C", ,11432,0,0,0, -  , -  ,1927,2,D4,100000,2017-02-22 00:00:00
15346,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9843,19, ,D4,"170-40 HIGHLAND AVENUE, 508", ,11432,0,0,0, -  , -  ,1940,2,D4,105000,2017-03-28 00:00:00
15347,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9843,19, ,D4,"170-40 HIGHLAND AVENUE, 308", ,11432,0,0,0, -  , -  ,1940,2,D4,94000,2017-05-22 00:00:00
15348,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9843,19, ,D4,"170-40 HIGHLAND AVENUE, 501", ,11432,0,0,0, -  , -  ,1940,2,D4,95000,2017-06-21 00:00:00
15349,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9845,27, ,D4,"172-70 HIGHLAND AVENUE, 6U", ,11432,0,0,0, -  , -  ,1958,2,D4,105000,2016-09-19 00:00:00
15350,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9845,27, ,D4,"172-70 HIGHLAND AVENUE, 4B", ,11432,0,0,0, -  , -  ,1958,2,D4,131000,2017-02-03 00:00:00
15351,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9845,27, ,D4,"172-70 HIGHLAND AVENUE, 2A", ,11432,0,0,0, -  , -  ,1958,2,D4,95000,2017-05-24 00:00:00
15352,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9845,27, ,D4,"17270 HIGHLAND AVENUE, 9F", ,11432,0,0,0, -  , -  ,1958,2,D4,82000,2017-06-13 00:00:00
15353,4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS             ,2,9845,27, ,D4,"172-70 HIGHLAND AVENUE, 8S", ,11432,0,0,0, -  , -  ,1958,2,D4,173500,2017-07-07 00:00:00
15354,4,JAMAICA,12 CONDOS - WALKUP APARTMENTS              ,2,9832,1005, ,R2,175-26 89TH   AVENUE,A,11432,1,0,1, -  , -  ,2007,2,R2,405600,2017-04-14 00:00:00
15355,4,JAMAICA,12 CONDOS - WALKUP APARTMENTS              ,2,9832,1007, ,R2,175-26 89TH   AVENUE,C,11432,1,0,1, -  , -  ,2007,2,R2,354900,2017-01-31 00:00:00
15356,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9762,1017, ,R4,88-20 PARSONS BOULEVARD,4D,11432,1,0,1, -  , -  ,0,2,R4,358000,2017-05-30 00:00:00
15357,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9762,1018, ,R4,88-20 PARSONS BLVD,5A,11432,1,0,1, -  , -  ,0,2,R4,78500,2017-04-01 00:00:00
15358,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9762,1021, ,R4,88-20 PARSONS BLVD.,5D,11432,1,0,1, -  , -  ,0,2,R4,378000,2017-06-13 00:00:00
15359,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9762,1029, ,R4,88-20 PARSONS BLVD,6D,11432,1,0,1, -  , -  ,0,2,R4,422000,2017-07-21 00:00:00
15360,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9762,1032, ,R4,88-20 PARSONS BOULEVARD,PH-A,11432,1,0,1, -  , -  ,0,2,R4,615000,2017-04-21 00:00:00
15361,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1001, ,R4,87-26 175TH   STREET,2A,11432,1,0,1, -  , -  ,2008,2,R4,3400000,2016-09-14 00:00:00
15362,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1002, ,R4,87-26 175TH   STREET,2B,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15363,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1003, ,R4,87-26 175TH   STREET,2C,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15364,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1004, ,R4,87-26 175TH   STREET,2D,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15365,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1005, ,R4,87-26 175TH   STREET,3A,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15366,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1006, ,R4,87-26 175TH   STREET,3B,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15367,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1007, ,R4,87-26 175TH   STREET,3C,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15368,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1008, ,R4,87-26 175TH   STREET,3D,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15369,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1009, ,R4,87-26 175TH   STREET,4A,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15370,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1010, ,R4,87-26 175TH   STREET,4B,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15371,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1011, ,R4,87-26 175TH   STREET,4C,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15372,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9830,1012, ,R4,87-26 175TH   STREET,4D,11432,1,0,1, -  , -  ,2008,2,R4, -  ,2016-09-14 00:00:00
15373,4,JAMAICA,13 CONDOS - ELEVATOR APARTMENTS            ,2,9843,1013, ,R4,170-12 HIGHLAND AVE,403,11432,1,0,1, -  , -  ,0,2,R4,445000,2017-07-18 00:00:00
15374,4,JAMAICA,14 RENTALS - 4-10 UNIT                     ,2A,9812,10, ,S9,176-01 JAMAICA AVENUE, ,11432,3,3,6,1820,2280,1910,2,S9, -  ,2017-05-02 00:00:00
15375,4,JAMAICA,14 RENTALS - 4-10 UNIT                     ,2A,9836,15, ,S9,164-01 HILLSIDE AVE, ,11432,2,4,6,2000,3680,1931,2,S9, -  ,2017-03-06 00:00:00
15376,4,JAMAICA,14 RENTALS - 4-10 UNIT                     ,2A,9837,9, ,S9,165-19 HILLSIDE AVENUE, ,11432,2,2,4,1463,2394,1931,2,S9,860000,2017-08-04 00:00:00
15377,4,JAMAICA,14 RENTALS - 4-10 UNIT                     ,2A,9985,7, ,S9,144-42 JAMAICA AVENUE, ,11435,2,2,4,2560,4600,1922,2,S9,1200000,2016-09-08 00:00:00
15378,4,JAMAICA,21 OFFICE BUILDINGS                        ,4,9620,59, ,O2,140-21 QUEENS BOULEVARD, ,11435,0,2,2,2000,3300,1910,4,O2,576940,2016-09-19 00:00:00
15379,4,JAMAICA,21 OFFICE BUILDINGS                        ,4,9692,65, ,O2,147-24 HILLSIDE AVENUE, ,11435,0,1,1,2000,3670,1931,4,O2, -  ,2016-09-14 00:00:00
15380,4,JAMAICA,21 OFFICE BUILDINGS                        ,4,9697,21, ,O2,150-28 HILLSIDE AVENUE, ,11432,0,3,3,3000,2560,1917,4,O2, -  ,2017-05-02 00:00:00
15381,4,JAMAICA,21 OFFICE BUILDINGS                        ,4,9841,60, ,O7,168-33 HILLSIDE AVENUE, ,11432,0,2,2,2300,2560,1931,4,O7, -  ,2016-10-26 00:00:00
15382,4,JAMAICA,22 STORE BUILDINGS                         ,4,9694,32, ,K4,148-60 HILLSIDE AVENUE, ,11435,1,2,3,2205,3000,1931,4,K4, -  ,2017-06-08 00:00:00
15383,4,JAMAICA,22 STORE BUILDINGS                         ,4,9754,46, ,K2,155-03 JAMAICA AVE, ,11432,0,2,2,2772,3360,1920,4,K2,1350000,2016-09-27 00:00:00
15384,4,JAMAICA,22 STORE BUILDINGS                         ,4,9754,48, ,K2,153-19 JAMAICA AVENUE, ,11432,0,6,6,12900,24625,1938,4,K2,1,2016-12-09 00:00:00
15385,4,JAMAICA,22 STORE BUILDINGS                         ,4,9754,48, ,K2,153-19 JAMAICA AVENUE, ,11432,0,6,6,12900,24625,1938,4,K2,12250000,2016-09-14 00:00:00
15386,4,JAMAICA,22 STORE BUILDINGS                         ,4,9793,78, ,K4,89-46 164TH   STREET, ,11432,0,2,2,5271,13712,1949,4,K4,9229853,2017-05-25 00:00:00
15387,4,JAMAICA,22 STORE BUILDINGS                         ,4,9794,20, ,K3,89-71 164TH STREET, ,11432,0,1,1,14200,42600,1951,4,K3,3100000,2017-06-13 00:00:00
15388,4,JAMAICA,22 STORE BUILDINGS                         ,4,9794,20, ,K3,89-71 164TH STREET, ,11432,0,1,1,14200,42600,1951,4,K3, -  ,2016-09-22 00:00:00
15389,4,JAMAICA,22 STORE BUILDINGS                         ,4,9795,12, ,K1,89-59 165TH   STREET, ,11432,0,15,15,12000,12000,1934,4,K1, -  ,2017-07-20 00:00:00
15390,4,JAMAICA,22 STORE BUILDINGS                         ,4,9795,101, ,K1,89-55 165TH   STREET, ,11432,0,3,3,10200,6560,1932,4,K1,3900000,2017-07-20 00:00:00
15391,4,JAMAICA,22 STORE BUILDINGS                         ,4,9795,101, ,K1,89-55 165TH   STREET, ,11432,0,3,3,10200,6560,1932,4,K1, -  ,2017-05-09 00:00:00
15392,4,JAMAICA,22 STORE BUILDINGS                         ,4,9809,40, ,K4,173-25 JAMAICA AVENUE, ,11432,2,1,3,1920,2016,1930,4,K4,700000,2016-10-26 00:00:00
15393,4,JAMAICA,22 STORE BUILDINGS                         ,4,9825,10, ,K2,169-06 HILLSIDE AVE, ,11432,0,2,2,1008,1440,1931,4,K2, -  ,2017-03-06 00:00:00
15394,4,JAMAICA,22 STORE BUILDINGS                         ,4,9826,52, ,K1,170-06 HILLSIDE AVENUE, ,11432,0,16,16,11640,11400,1945,4,K1, -  ,2017-06-15 00:00:00
15395,4,JAMAICA,22 STORE BUILDINGS                         ,4,9839,5, ,K2,167-11 HILLSIDE AVE, ,11432,0,2,2,2369,2394,1931,4,K2, -  ,2017-06-27 00:00:00
15396,4,JAMAICA,22 STORE BUILDINGS                         ,4,9839,5, ,K2,167-11 HILLSIDE AVE, ,11432,0,2,2,2369,2394,1931,4,K2, -  ,2017-05-05 00:00:00
15397,4,JAMAICA,22 STORE BUILDINGS                         ,4,9839,5, ,K2,167-11 HILLSIDE AVENUE, ,11432,0,2,2,2369,2394,1931,4,K2,875000,2016-12-20 00:00:00
15398,4,JAMAICA,22 STORE BUILDINGS                         ,4,9841,1, ,K4,168-29 HILLSIDE AVENUE, ,11432,2,5,7,2400,4200,1925,4,K4, -  ,2016-10-26 00:00:00
15399,4,JAMAICA,22 STORE BUILDINGS                         ,4,9841,61, ,K2,168-31 HILLSIDE AVENUE, ,11432,0,2,2,2360,2540,1931,4,K2, -  ,2016-10-26 00:00:00
15400,4,JAMAICA,22 STORE BUILDINGS                         ,4,9985,4, ,K1,144-32 JAMAICA AVENUE, ,11435,0,1,1,3717,1500,1931,4,K1, -  ,2017-06-12 00:00:00
15401,4,JAMAICA,22 STORE BUILDINGS                         ,4,9994,38, ,K2,90-79 SUTPHIN BOULEVARD, ,11435,0,14,14,16000,21250,1941,4,K2,5500000,2017-04-27 00:00:00
15402,4,JAMAICA,22 STORE BUILDINGS                         ,4,9996,1, ,K2,148-02 JAMAICA AVENUE, ,11435,0,1,1,8700,17300,1931,4,K2,7300000,2016-11-02 00:00:00
15403,4,JAMAICA,22 STORE BUILDINGS                         ,4,10027,1, ,K4,95-01 SUTPHIN BOULEVARD, ,11435,2,5,7,2500,4125,1925,4,K4,400000,2017-04-12 00:00:00
15404,4,JAMAICA,25 LUXURY HOTELS                           ,4,9998,110, ,H2,148-18 ARCHER AVENUE, ,11435,0,1,1,18000, -  ,0,4,H2, -  ,2017-07-24 00:00:00
15405,4,JAMAICA,27 FACTORIES                               ,4,10107,99, ,F2,151-16 BEAVER ROAD, ,11433,0,1,1,4400,3040,1931,4,F2,800000,2017-02-02 00:00:00
15406,4,JAMAICA,28 COMMERCIAL CONDOS                       ,4,9830,1101, ,R5,87-12 175TH   STREET,C1,11432,0,1,1, -  , -  ,2009,4,R5,488760,2016-10-27 00:00:00
15407,4,JAMAICA,28 COMMERCIAL CONDOS                       ,4,9830,1102, ,R5,87-12 175TH   STREET,1A,11432,0,1,1, -  , -  ,2009,4,R5,200000,2016-11-30 00:00:00
15408,4,JAMAICA,28 COMMERCIAL CONDOS                       ,4,9830,1103, ,R5,8712 175 STREET,2A,11432,0,1,1, -  , -  ,2009,4,R5,1125000,2017-06-05 00:00:00
15409,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,9619,28, ,G1,140-46 QUEENS BOULEVARD, ,11435,0,2,2,4000,7600,1920,4,G1, -  ,2017-08-04 00:00:00
15410,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,9702,79, ,GU,144-19 HILLSIDE AVENUE, ,11435,0,1,1,8000,300,2006,4,GU,4600000,2017-02-14 00:00:00
15411,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,9702,83, ,GU,N/A HILLSIDE AVENUE, ,11435,0,0,0,8000,300,2006,4,GU, -  ,2017-02-14 00:00:00
15412,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,9985,5, ,G6,144-34 JAMAICA AVENUE, ,11435,0,0,0,3285, -  ,1996,4,G6, -  ,2017-06-12 00:00:00
15413,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,9985,6, ,G6,144-36 JAMAICA AVENUE, ,11435,0,0,0,2853, -  ,1950,4,G6, -  ,2017-06-12 00:00:00
15414,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10017,18, ,G3,137-21 LIBERTY AVENUE, ,11435,0,3,3,7020,488,1980,4,G3, -  ,2016-09-20 00:00:00
15415,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10018,11, ,G1,138-26 101 AVENUE, ,11435,0,1,1,2500,1625,1931,4,G1, -  ,2016-11-01 00:00:00
15416,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10018,27, ,G7,139-12 101ST AVENUE, ,11435,0,0,0,5000, -  ,0,4,G7,405000,2017-04-06 00:00:00
15417,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10019,39, ,G2,145-11 BRISBIN STREET, ,11435,0,1,1,11300,7000,1960,4,G2, -  ,2017-03-21 00:00:00
15418,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10020,114, ,G2,14421 LIBERTY AVE, ,11435,0,1,1,12250,1560,1957,4,G2,2500000,2016-11-04 00:00:00
15419,4,JAMAICA,29 COMMERCIAL GARAGES                      ,4,10155,61, ,G4,94-36 MERRICK BOULEVARD, ,11433,0,1,1,5847,3900,1931,4,G4, -  ,2017-07-07 00:00:00
15420,4,JAMAICA,30 WAREHOUSES                              ,4,10018,7, ,E1,138-18 101 AVENUE, ,11435,0,1,1,5000,5000,1940,4,E1, -  ,2016-11-01 00:00:00
15421,4,JAMAICA,30 WAREHOUSES                              ,4,10018,9, ,E2,138-24 101 AVENUE, ,11435,0,1,1,5000,4700,1940,4,E2, -  ,2016-11-01 00:00:00
15422,4,JAMAICA,30 WAREHOUSES                              ,4,10018,29, ,E2,101-02 BRISBIN STREET, ,11435,0,6,6,5465,1500,1931,4,E2,405000,2017-04-06 00:00:00
15423,4,JAMAICA,30 WAREHOUSES                              ,4,10033,34, ,E1,148-09 LIBERTY AVENUE, ,11435,0,1,1,11538,11000,1980,4,E1,3500000,2017-05-03 00:00:00
15424,4,JAMAICA,30 WAREHOUSES                              ,4,10095,71, ,E1,94-15 150TH   STREET, ,11435,0,1,1,12000,11500,1960,4,E1,1325000,2017-06-22 00:00:00
15425,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,9754,45, ,V9,JAMAICA AVENUE, ,0,0,0,0,3550, -  ,0,4,V9,250000,2017-01-09 00:00:00
15426,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,9998,95, ,V1,SUTPHIN BOULEVARD, ,11435,0,0,0,18300, -  ,0,4,V1,6646394,2016-12-22 00:00:00
15427,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,10107,74, ,V1,95-31 150TH   STREET, ,11435,0,0,0,2500, -  ,0,4,V1, -  ,2017-07-07 00:00:00
15428,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,10107,75, ,V1,N/A 150TH   STREET, ,11435,0,0,0,2500, -  ,0,4,V1, -  ,2017-07-07 00:00:00
15429,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,10107,76, ,V1,95-25 150TH   STREET, ,11435,0,0,0,2500, -  ,0,4,V1, -  ,2017-07-07 00:00:00
15430,4,JAMAICA,31 COMMERCIAL VACANT LAND                  ,4,10107,167, ,V1,150TH   STREET, ,0,0,0,0,5670, -  ,0,4,V1, -  ,2017-07-07 00:00:00
15431,4,JAMAICA,32 HOSPITAL AND HEALTH FACILITIES          ,4,9695,14, ,I1,152-01 88TH   AVENUE, ,11432,0,1,1,168510,463120,1937,4,I1, -  ,2016-12-29 00:00:00
15432,4,JAMAICA,33 EDUCATIONAL FACILITIES                  ,4,9757,42, ,W4,90-34 161 ST, ,11432,0,2,2,1700,8560,1931,4,W4,2200000,2017-05-22 00:00:00
15433,4,JAMAICA,33 EDUCATIONAL FACILITIES                  ,4,9827,39, ,W9,87-74 172ND STREET, ,11432,0,2261,2261,2940,4522,1920,4,W9,315000,2016-10-26 00:00:00
15434,4,JAMAICA,33 EDUCATIONAL FACILITIES                  ,4,10032,13, ,W9,97-18 148TH   STREET, ,11435,0,1,1,5000,4910,1931,4,W9, -  ,2016-12-30 00:00:00
15435,4,JAMAICA,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,9761,55, ,P5,89-14 163RD   STREET, ,11432,0,1,1,1936,3032,1968,4,P5,950000,2017-05-25 00:00:00
15436,4,JAMAICA,37 RELIGIOUS FACILITIES                    ,4,9769,54, ,M1,161-02 87TH   ROAD, ,11432,0,1,1,34220,52926,2005,4,M1, -  ,2016-12-22 00:00:00
15437,4,JAMAICA,37 RELIGIOUS FACILITIES                    ,4,9770,24, ,M1,160-26 HIGHLAND AVENUE, ,11432,0,1,1,18000,14400,1986,4,M1, -  ,2017-06-05 00:00:00
15438,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1034, ,RG,88-20 PARSONS BOULEVARD,PK-1,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-04-21 00:00:00
15439,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1037, ,RG,88-20 PARSONS BOULEVARD,PK-4,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-04-21 00:00:00
15440,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1041, ,RG,88-20 PARSONS BOULEVARD,PK-8,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-04-21 00:00:00
15441,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1042, ,RG,88-20 PARSONS BOULEVARD,PK-9,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-04-21 00:00:00
15442,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1048, ,RG,88-20 PARSONS BOULEVARD,PK-15,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-07-21 00:00:00
15443,4,JAMAICA,44 CONDO PARKING                           ,4,9762,1054, ,RG,88-20 PARSONS BOULEVARD,PK-21,11432,0,0,1, -  , -  ,0,4,RG, -  ,2017-04-21 00:00:00
15444,4,JAMAICA,44 CONDO PARKING                           ,4,9830,1027, ,RP,87-26 175TH   STREET,PS1,11432,0,0,1, -  , -  ,2008,4,RP, -  ,2016-09-14 00:00:00
15445,4,JAMAICA,44 CONDO PARKING                           ,4,9830,1028, ,RP,87-26 175TH   STREET,PS2,11432,0,0,1, -  , -  ,2008,4,RP, -  ,2016-09-14 00:00:00
15446,4,JAMAICA,44 CONDO PARKING                           ,4,9830,1029, ,RP,87-26 175TH   STREET,PS3,11432,0,0,1, -  , -  ,2008,4,RP, -  ,2016-09-14 00:00:00
15447,4,JAMAICA,44 CONDO PARKING                           ,4,9830,1030, ,RP,87-26 175TH   STREET,PS4,11432,0,0,1, -  , -  ,2008,4,RP, -  ,2016-09-14 00:00:00
15448,4,JAMAICA,44 CONDO PARKING                           ,4,9830,1127, ,RG,87-12 175TH   STREET,PS7,11432,0,0,1, -  , -  ,2009,4,RG,12000,2017-01-11 00:00:00
15449,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,13913,256, ,A1,155-31 BAYVIEW AVENUE, ,11422,1,0,1,2500,1088,1925,1,A1,135000,2017-08-02 00:00:00
15450,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15312,1, ,A1,812 SHAD CREEK ROAD, ,11693,1,0,1,3200,1520,1920,1,A1,155000,2017-08-11 00:00:00
15451,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15312,1, ,A1,812 SHAD CREEK ROAD, ,11693,1,0,1,3200,1520,1920,1,A1,10,2017-05-31 00:00:00
15452,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15313,5, ,A1,20 WEST 9TH ROAD, ,11693,1,0,1,2500,1404,1899,1,A1,550000,2017-02-24 00:00:00
15453,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15313,37, ,A2,45 WEST 10TH   ROAD, ,11693,1,0,1,1876,1176,1899,1,A2,339000,2016-10-19 00:00:00
15454,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,15, ,A2,42 WEST 10TH ROAD, ,11693,1,0,1,2500,684,1920,1,A2,440000,2017-01-31 00:00:00
15455,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,28, ,A2,22 WEST 10TH   ROAD, ,11693,1,0,1,2500,871,1915,1,A2, -  ,2016-09-16 00:00:00
15456,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,29, ,A2,20 WEST 10TH ROAD, ,11693,1,0,1,2600,700,1920,1,A2,90000,2016-09-08 00:00:00
15457,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,38, ,A2,10-03 CROSS BAY BOULEVARD, ,11693,1,0,1,2550,1025,1920,1,A2, -  ,2017-04-04 00:00:00
15458,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,69, ,A1,45 WEST 11TH   ROAD, ,11693,1,0,1,2550,1520,1920,1,A1,331065,2017-03-10 00:00:00
15459,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15701,59, ,A2,32-19 MOTT AVE, ,11691,1,0,1,5250,1170,1955,1,A2,377000,2016-09-30 00:00:00
15460,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15702,24, ,A1,14-28 BEACON PLACE, ,11691,1,0,1,4000,2172,1960,1,A1,460000,2016-11-21 00:00:00
15461,4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,16043,23, ,A2,69-20 BAYFIELD AVENUE, ,11692,1,0,1,4247,1288,1961,1,A2,110000,2017-06-21 00:00:00
15462,4,JAMAICA BAY,02 TWO FAMILY DWELLINGS                    ,1,15749,193, ,B2,3223 HEALY AVENUE, ,11691,2,0,2,3100,2392,1998,1,B2, -  ,2017-07-30 00:00:00
15463,4,JAMAICA BAY,02 TWO FAMILY DWELLINGS                    ,1,15749,199, ,B2,10-87 BAY 32 STREET, ,11691,2,0,2,3100,2392,1998,1,B2,315000,2017-05-10 00:00:00
15464,4,JAMAICA BAY,02 TWO FAMILY DWELLINGS                    ,1,15749,211, ,B2,1051 BAY 32ND STREET, ,11691,2,0,2,3100,2392,1998,1,B2,500000,2017-02-16 00:00:00
15465,4,JAMAICA BAY,05 TAX CLASS 1 VACANT LAND                 ,1B,15961,104, ,V0,598 BEACH 43 STREET, ,11691,0,0,0,5255, -  ,0,1,V0,441760,2017-07-27 00:00:00
15466,4,JAMAICA BAY,05 TAX CLASS 1 VACANT LAND                 ,1B,16021,78, ,V0,BAYFIELD AVENUE, ,0,0,0,0,2086, -  ,0,1,V0,305000,2016-09-15 00:00:00
15467,4,JAMAICA BAY,05 TAX CLASS 1 VACANT LAND                 ,1B,16021,80, ,V0,N/A BAYFIELD AVENUE, ,0,0,0,0,4173, -  ,0,1,V0, -  ,2016-09-15 00:00:00
15468,4,JAMAICA BAY,05 TAX CLASS 1 VACANT LAND                 ,1B,16021,82, ,V0,N/A BAYFIELD AVENUE, ,0,0,0,0,6255, -  ,0,1,V0, -  ,2016-09-15 00:00:00
15469,4,JAMAICA BAY,41 TAX CLASS 4 - OTHER                     ,4,13913,246, ,Z9,155-49 BAYVIEW AVENUE, ,11422,0,0,0,5400, -  ,0,4,Z9,290000,2017-01-16 00:00:00
15470,4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7228,35, ,A2,176-60 80TH   ROAD, ,11432,1,0,1,4860,1750,1940,1,A2,970000,2017-08-21 00:00:00
15471,4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7229,70, ,A1,179-27 80TH ROAD, ,11432,1,0,1,7540,1872,1940,1,A1,1300000,2017-01-05 00:00:00
15472,4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7230,5, ,A2,80-51 SURREY PLACE, ,11432,1,0,1,4329,2112,1935,1,A2, -  ,2017-02-22 00:00:00
15473,4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7230,9, ,A2,80-41 SURREY PLACE, ,11432,1,0,1,3627,1650,1935,1,A2,950000,2017-03-29 00:00:00
15474,4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7230,57, ,A1,180-27 80TH DRIVE, ,11432,1,0,1,5535,2088,1935,1,A1, -  ,2017-03-30 00:00:00
